DATETIME,Body of Water Name,DataContact,LAT,LONG,Secchi Depth (m),Total Nitrogen (ug/L),Total Phosphorus (ug/L),Total Chlorophyll a (ug/L),Microcystin (ug/L),Maximum Depth (m),Mean Depth (m),Surface Temperature (degrees celsius),NO3 NO2 (mg/L),Lat ,Altitude (m),Sampling Depth (m),Thermocline Depth (m),Epilimnetic Temperature (degrees celsius),NH4 (mg/L),PO4 (ug/L),Total Chlorophyll b (ug/L),Zeaxanthin (ug/L),Diadinoxanthin (ug/L),Fucoxanthin (ug/L),Diatoxanthin (ug/L),Alloxanthin (ug/L),Peridinin (ug/L),Total Chlorophyll c2 (ug/L),Echinenone (ug/L),Lutein (ug/L),Violaxanthin (ug/L),Microcystin YR (ug/L),Microcystin dmRR (ug/L),Microcystin RR (ug/L),Microcystin dmLR (ug/L),Microcystin LR (ug/L),Microcystin LY (ug/L),Microcystin LW (ug/L),Microcystin LF (ug/L),Nodularin (ug/L),Cytotoxin Cylindrospermopsin (ug/L),Neurotoxin Anatoxin-a (ug/L),TN:TP,Microcystin:Chlorophyll a,MC Percent Change
8/23/06 0:00,Silver,Dana Stephens,28.83705,-81.804217,1.2192,1460,14,7.66666667,0.0325285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2857143,0.004242848,-0.230155715
10/30/06 0:00,Silver,Dana Stephens,28.83705,-81.804217,1.524,1363.33333,15,4.33333333,0.0992817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.88888867,0.022911162,2.052145042
1/25/06 0:00,Trout,Dana Stephens,28.8662667,-81.6835,0.6096,3400,189,68.6666667,0.07456939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98941799,0.001085962,0
3/15/06 0:00,Trout,Dana Stephens,28.8662667,-81.6835,0.89408,3943.33333,301,44.6666667,0.22365023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.10077518,0.005007095,1.999223006
5/24/06 0:00,Trout,Dana Stephens,28.8662667,-81.6835,0.4572,1630,322.666667,63.3333333,1.356104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.051652887,0.021412168,5.063503713
7/14/06 0:00,Trout,Dana Stephens,28.8662667,-81.6835,0.3048,2813.33333,426.666667,217.666667,4.48451141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.593749987,0.020602656,2.30690818
9/13/06 0:00,Trout,Dana Stephens,28.8662667,-81.6835,0.43688,1886.66667,217.333333,113.666667,3.10990859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.680981624,0.0273599,-0.306522315
11/15/06 0:00,Trout,Dana Stephens,28.8662667,-81.6835,0.3048,2040,136.666667,114.333333,2.00543563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.92682923,0.017540253,-0.355146439
1/4/06 0:00,Unity,Dana Stephens,28.87675,-81.87905,0.6096,1226.66667,49.3333333,7,0.19571576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.86486495,0.027959394,0
4/15/06 0:00,Unity,Dana Stephens,28.87675,-81.87905,0.49784,1556.66667,38,80,0.16061068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.96491237,0.002007634,-0.179367671
7/25/06 0:00,Unity,Dana Stephens,28.87675,-81.87905,0.6096,853.333333,39,22.3333333,0.02910863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.88034187,0.001303371,-0.8187628
10/6/06 0:00,Unity,Dana Stephens,28.87675,-81.87905,0.6096,800,31.6666667,27,0.13970497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.26315787,0.005174258,3.799434738
3/29/06 0:00,Wildcat,Dana Stephens,29.15975,-81.6277,1.778,350,6.66666667,2.33333333,0.07663987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.49999997,0.032845659,0
6/14/06 0:00,Wildcat,Dana Stephens,29.15975,-81.6277,1.6256,366.666667,8.66666667,12.6666667,0.0235245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.30769233,0.001857197,-0.69305141
7/20/06 0:00,Wildcat,Dana Stephens,29.15975,-81.6277,2.1336,340,8.66666667,7,0.02130624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.23076922,0.003043749,-0.094295734
11/28/06 0:00,Wildcat,Dana Stephens,29.15975,-81.6277,1.8288,323.333333,7.66666667,7.66666667,0.03084634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.17391298,0.004023436,0.447760844
5/18/06 0:00,Little Murex,Dana Stephens,26.4330139,-82.099981,1.0668,1610,20,10.3333333,0.03972397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,0.003844255,0
1/19/06 0:00,Diane,Dana Stephens,30.5935,-84.236667,1.58496,510,30,6.33333333,0.07293879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.011516651,0
4/27/06 0:00,Diane,Dana Stephens,30.5935,-84.236667,1.2192,370,16,5,0.05911196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.125,0.011822392,-0.189567581
5/25/06 0:00,Diane,Dana Stephens,30.5935,-84.236667,2.2352,416.666667,19,,0.0149152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.92982458,,-0.747678812
7/26/06 0:00,Diane,Dana Stephens,30.5935,-84.236667,2.3368,500,17,5.33333333,0.04169222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.41176471,0.007817291,1.795284006
10/26/06 0:00,Diane,Dana Stephens,30.5935,-84.236667,2.8956,436.666667,18,3,0.04713095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.25925928,0.015710317,0.130449518
11/22/06 0:00,Diane,Dana Stephens,30.5935,-84.236667,,416.666667,15.3333333,2,0.03630479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.17391312,0.018152395,-0.229703836
1/31/06 0:00,Minniehaha,Dana Stephens,30.4157333,-84.348717,0.9144,595,16.5,5.5,0.04299251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.06060606,0.00781682,0
3/11/06 0:00,Minniehaha,Dana Stephens,30.4157333,-84.348717,0.85344,670,17,16,0.07254231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.41176471,0.004533894,0.687324373
5/20/06 0:00,Minniehaha,Dana Stephens,30.4157333,-84.348717,1.2192,580,14.5,8.5,0.00454889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0.000535164,-0.937293284
7/17/06 0:00,Minniehaha,Dana Stephens,30.4157333,-84.348717,0.9144,450,10.5,4.5,0.04678387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.85714286,0.010396416,9.28467824
10/17/06 0:00,Minniehaha,Dana Stephens,30.4157333,-84.348717,,490,8.5,2.5,0.0454809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.64705882,0.01819236,-0.027850838
2/3/06 0:00,Silver,Dana Stephens,30.4030667,-84.405717,,270,9.33333333,2.33333333,0.13577028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.92857144,0.058187263,0
3/10/06 0:00,Silver,Dana Stephens,30.4030667,-84.405717,3.2004,280,6.33333333,2.5,0.03971392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.21052634,0.015885568,-0.707491802
6/2/06 0:00,Silver,Dana Stephens,30.4030667,-84.405717,,220,8,2.33333333,0.03041964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,0.013036989,-0.234030788
7/5/06 0:00,Silver,Dana Stephens,30.4030667,-84.405717,,256.666667,7,2.66666667,0.07983006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.66666671,0.029936272,1.624293384
9/5/06 0:00,Silver,Dana Stephens,30.4030667,-84.405717,,276.666667,7.66666667,3.66666667,0.06506811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.08695655,0.017745848,-0.184917185
11/2/06 0:00,Silver,Dana Stephens,30.4030667,-84.405717,,385,10,4.66666667,0.06798478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,0.014568167,0.044824877
1/2/06 0:00,Summerset,Dana Stephens,30.5737778,-84.263306,0.33528,1950,66,160.666667,0.11213696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.54545455,0.000697948,0
4/23/06 0:00,Summerset,Dana Stephens,30.5737778,-84.263306,2.2098,656.666667,34.3333333,5.33333333,0.03975293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.12621362,0.007453674,-0.645496632
5/19/06 0:00,Summerset,Dana Stephens,30.5737778,-84.263306,1.2192,683.333333,35,10.6666667,0.0226645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.52380951,0.002124797,-0.429865924
7/1/06 0:00,Summerset,Dana Stephens,30.5737778,-84.263306,0.79248,840,57.6666667,30.6666667,0.05774671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.56647398,0.001883045,1.547892519
9/2/06 0:00,Summerset,Dana Stephens,30.5737778,-84.263306,0.762,1033.33333,70.6666667,43.6666667,0.06087614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62264146,0.00139411,0.054192351
11/10/06 0:00,Summerset,Dana Stephens,30.5737778,-84.263306,1.6764,653.333333,41,14,0.0822053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.93495934,0.005871807,0.350369784
1/19/06 0:00,Susan,Dana Stephens,30.4873167,-84.329261,0.8128,736.666667,80.6666667,12.6666667,3.56824204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.132231405,0.281703318,0
4/17/06 0:00,Susan,Dana Stephens,30.4873167,-84.329261,1.2192,800,135.666667,5.33333333,0.56375419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.896805882,0.105703911,-0.842007862
6/24/06 0:00,Susan,Dana Stephens,30.4873167,-84.329261,0.3048,2686.66667,203.666667,174,0.14034759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19148936,0.000806595,-0.751048254
7/27/06 0:00,Susan,Dana Stephens,30.4873167,-84.329261,0.6604,1166.66667,158.666667,31,0.28384017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.352941182,0.009156135,1.022408579
9/25/06 0:00,Susan,Dana Stephens,30.4873167,-84.329261,0.6096,1506.66667,110.333333,82.3333333,6.64974855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6555892,0.080766177,22.4277923
1/10/06 0:00,Charles,Dana Stephens,29.2294833,-81.9072,0.3048,1750,106,3,0.11029798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.50943396,0.036765993,0
3/13/06 0:00,Charles,Dana Stephens,29.2294833,-81.9072,0.3048,1606.66667,66.6666667,3,0.04853448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.10000004,0.01617816,-0.559969457
6/4/06 0:00,Charles,Dana Stephens,29.2294833,-81.9072,0.3048,1553.33333,73,3.33333333,0.01516325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.27853877,0.004548975,-0.68757778
7/5/06 0:00,Charles,Dana Stephens,29.2294833,-81.9072,0.6096,1516.66667,66.6666667,5.33333333,0.04162898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.75000004,0.007805434,1.745386378
3/1/06 0:00,DeLancy,Dana Stephens,29.4271389,-81.766944,2.92608,556.666667,12.6666667,4,0.05008182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.94736833,0.012520455,0
1/10/06 0:00,Eaton,Dana Stephens,29.2576333,-81.868117,0.3048,1266.66667,69.6666667,1.66666667,0.10101613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.18181822,0.060609678,0
3/13/06 0:00,Eaton,Dana Stephens,29.2576333,-81.868117,0.4572,1343.33333,50,2.33333333,0.04071856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8666666,0.017450811,-0.596910315
5/4/06 0:00,Eaton,Dana Stephens,29.2576333,-81.868117,0.6096,1153.33333,45.6666667,6.66666667,0.02790063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.25547436,0.004185094,-0.314793303
7/5/06 0:00,Eaton,Dana Stephens,29.2576333,-81.868117,0.9144,850,36,12.3333333,0.05956158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.61111111,0.004829317,1.134775451
1/10/06 0:00,Halfmoon,Dana Stephens,29.1530667,-81.83015,1.524,970,9.66666667,3,0.09155094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3448276,0.03051698,0
3/13/06 0:00,Halfmoon,Dana Stephens,29.1530667,-81.83015,1.8288,890,10,4.66666667,0.08597318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0.018422824,-0.060925207
5/4/06 0:00,Halfmoon,Dana Stephens,29.1530667,-81.83015,1.524,950,12.3333333,5.66666667,0.11411272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.02702724,0.020137539,0.327306027
7/5/06 0:00,Halfmoon,Dana Stephens,29.1530667,-81.83015,1.8288,863.333333,11,7.66666667,0.25589432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.48484845,0.03337752,1.242469726
1/16/06 0:00,Tiger,Dana Stephens,29.1317778,-82.519056,1.2192,760,18.6666667,19.6666667,0.07482071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.71428564,0.003804443,0
3/5/06 0:00,Tiger,Dana Stephens,29.1317778,-82.519056,1.28016,770,18.3333333,8,0.05771948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.00000008,0.007214935,-0.228562787
7/16/06 0:00,Tiger,Dana Stephens,29.1317778,-82.519056,1.53416,660,14.3333333,5.66666667,0.07809596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.04651173,0.01378164,0.353026049
10/15/06 0:00,Tiger,Dana Stephens,29.1317778,-82.519056,1.02616,736.666667,19.6666667,9.33333333,0.04357832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.45762707,0.004669106,-0.441990085
11/12/06 0:00,Tiger,Dana Stephens,29.1317778,-82.519056,1.45288,646.666667,19.6666667,9.33333333,0.04931242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.88135589,0.005283474,0.131581484
3/11/06 0:00,Colonial,Dana Stephens,25.6165556,-80.370833,3.6576,246.666667,7.66666667,2,0.1639617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.17391307,0.08198085,0
5/14/06 0:00,Colonial,Dana Stephens,25.6165556,-80.370833,3.3528,276.666667,5.66666667,2,0.0376225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.82352944,0.01881125,-0.770540925
2/20/06 0:00,Highland,Dana Stephens,25.9716389,-80.158833,3.302,470,12.3333333,2.66666667,0.0453075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.10810821,0.016990312,0
4/1/06 0:00,Highland,Dana Stephens,25.9716389,-80.158833,2.794,630,12.6666667,1,0.01334276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.73684197,0.01334276,-0.705506594
5/30/06 0:00,Highland,Dana Stephens,25.9716389,-80.158833,2.6416,433.333333,10.6666667,2,0.00527499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.62499984,0.002637495,-0.604655259
7/23/06 0:00,Highland,Dana Stephens,25.9716389,-80.158833,2.9972,383.333333,10.3333333,2.66666667,0.08892722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.09677428,0.033347707,15.85827272
10/14/06 0:00,Highland,Dana Stephens,25.9716389,-80.158833,2.4892,610,12.3333333,3.66666667,0.0791948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.45945959,0.021598582,-0.109442531
11/26/06 0:00,Highland,Dana Stephens,25.9716389,-80.158833,1.8288,713.333333,14.6666667,9.33333333,0.07279832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6363635,0.00779982,-0.080768939
1/11/06 0:00,Persch,Dana Stephens,25.8183833,-80.299983,1.2192,1050,21.6666667,13,0.07546124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.46153839,0.005804711,0
4/14/06 0:00,Persch,Dana Stephens,25.8183833,-80.299983,1.31064,1026.66667,25.6666667,5.33333333,0.10424785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00000008,0.019546472,0.381475444
5/13/06 0:00,Persch,Dana Stephens,25.8183833,-80.299983,1.3716,1126.66667,26.3333333,9.33333333,0.00522053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.78481031,0.000559343,-0.949921941
7/7/06 0:00,Persch,Dana Stephens,25.8183833,-80.299983,1.2192,800,21.6666667,10,0.0718432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.92307687,0.00718432,12.76166788
10/18/06 0:00,Persch,Dana Stephens,25.8183833,-80.299983,1.2192,933.333333,22.3333333,9,0.06978665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.79104482,0.007754072,-0.028625534
3/7/06 0:00,Pineland,Dana Stephens,25.67725,-80.378167,,210,9.66666667,1,0.03895053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.72413792,0.03895053,0
7/5/06 0:00,Pineland,Dana Stephens,25.67725,-80.378167,,456.666667,7.33333333,2,0.0496348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.27272735,0.0248174,0.274303585
10/5/06 0:00,Pineland,Dana Stephens,25.67725,-80.378167,,296.666667,7,2.66666667,0.04785966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.38095243,0.017947372,-0.03576402
11/22/06 0:00,Pineland,Dana Stephens,25.67725,-80.378167,,283.333333,4.66666667,1,0.05377076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7142856,0.05377076,0.123509026
11/10/06 0:00,Key West Pond,Dana Stephens,24.5495333,-81.783667,,2065,108.5,122,0.08440303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.03225806,0.000691828,0
1/5/06 0:00,Hurricane,Dana Stephens,30.9405,-86.757033,2.9718,375,19.25,6,0.47100099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.48051948,0.078500165,0
4/5/06 0:00,Hurricane,Dana Stephens,30.9405,-86.757033,2.15646,375,24.75,12.5,0.10324044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.15151515,0.008259235,-0.780806321
6/5/06 0:00,Hurricane,Dana Stephens,30.9405,-86.757033,1.2192,572.5,22.25,16,0.25154484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.73033708,0.015721553,1.436495234
7/6/06 0:00,Hurricane,Dana Stephens,30.9405,-86.757033,0.85344,895,26.5,30,0.89219797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.77358491,0.029739932,2.546874466
10/3/06 0:00,Hurricane,Dana Stephens,30.9405,-86.757033,1.05156,782.5,31.75,30.5,2.89645132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.64566929,0.094965617,2.246422226
11/6/06 0:00,Hurricane,Dana Stephens,30.9405,-86.757033,1.82118,685,30.5,16.75,1.51612056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.45901639,0.09051466,-0.476559282
1/5/06 0:00,Karick,Dana Stephens,30.8954167,-86.643217,1.3716,376.666667,23.3333333,6,0.05992821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.14285718,0.009988035,0
4/5/06 0:00,Karick,Dana Stephens,30.8954167,-86.643217,2.90576,396.666667,48.3333333,7.66666667,0.04358041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.206896564,0.005684401,-0.272789726
6/2/06 0:00,Karick,Dana Stephens,30.8954167,-86.643217,1.09728,513.333333,26,25,0.06014676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.74358973,0.00240587,0.380132954
7/10/06 0:00,Karick,Dana Stephens,30.8954167,-86.643217,1.24968,683.333333,38.3333333,17.6666667,0.12137763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.82608696,0.006870432,1.018024412
10/3/06 0:00,Karick,Dana Stephens,30.8954167,-86.643217,0.89408,750,42.3333333,15.6666667,0.08931023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.71653545,0.005700653,-0.264195305
11/6/06 0:00,Karick,Dana Stephens,30.8954167,-86.643217,0.94488,650,31,21,0.10082705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.96774194,0.004801288,0.128952977
1/9/06 0:00,Carlton,Dana Stephens,28.7595667,-81.6599,0.43688,2600,58.3333333,107,0.767898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5714286,0.007176617,0
4/5/06 0:00,Carlton,Dana Stephens,28.7595667,-81.6599,0.33528,3000,55.3333333,130,0.17421211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2168675,0.001340093,-0.773131184
5/9/06 0:00,Carlton,Dana Stephens,28.7595667,-81.6599,0.36576,3406.66667,56.3333333,143.333333,0.25490097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.47337288,0.001778379,0.463164472
7/12/06 0:00,Carlton,Dana Stephens,28.7595667,-81.6599,0.33528,3290,45.3333333,130,0.98642155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.57352947,0.007587858,2.869822661
10/12/06 0:00,Carlton,Dana Stephens,28.7595667,-81.6599,0.26416,3906.66667,63,202,1.17551977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.01058206,0.005819405,0.191701226
12/2/06 0:00,Carlton,Dana Stephens,28.7595667,-81.6599,0.28448,4056.66667,86.3333333,219.333333,1.53475382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.98841705,0.006997358,0.305595924
2/19/06 0:00,Giles,Dana Stephens,28.5310833,-81.333233,,693.333333,41.6666667,15.3333333,0.18173365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.63999998,0.011852195,0
4/22/06 0:00,Giles,Dana Stephens,28.5310833,-81.333233,1.8288,493.333333,28.6666667,10.3333333,0.07352127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.20930229,0.007114962,-0.595444927
5/20/06 0:00,Giles,Dana Stephens,28.5310833,-81.333233,0.9144,610,27.6666667,21.3333333,0.00576337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.04819274,0.000270158,-0.921609488
7/8/06 0:00,Giles,Dana Stephens,28.5310833,-81.333233,0.70104,980,32,46,0.09363055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.625,0.002035447,15.2457989
10/8/06 0:00,Giles,Dana Stephens,28.5310833,-81.333233,1.27,670,24.3333333,26.3333333,0.08876351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.53424661,0.003370766,-0.051981324
11/11/06 0:00,Giles,Dana Stephens,28.5310833,-81.333233,1.20904,876.666667,25,27.6666667,15.5509932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.06666668,0.562084091,174.1957894
4/14/06 0:00,Holden,Dana Stephens,28.50385,-81.38735,2.5146,700,17,10,0.05074239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.17647059,0.005074239,0
5/19/06 0:00,Holden,Dana Stephens,28.50385,-81.38735,1.76784,623.333333,15.3333333,7.33333333,0.00595353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.65217398,0.000811845,-0.882671471
7/20/06 0:00,Holden,Dana Stephens,28.50385,-81.38735,1.15824,740,25.3333333,24,0.02851763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.21052635,0.001188235,3.790037171
9/11/06 0:00,Holden,Dana Stephens,28.50385,-81.38735,1.09728,793.333333,19,22.6666667,0.05863988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.75438595,0.002587054,1.056267649
11/11/06 0:00,Holden,Dana Stephens,28.50385,-81.38735,1.40208,733.333333,15.6666667,18.3333333,0.06565405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.80851052,0.00358113,0.119614331
4/18/06 0:00,Ivanhoe East,Dana Stephens,28.5635833,-81.375233,3.68808,493.333333,18,3.66666667,0.08609674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.40740739,0.023480929,0
8/4/06 0:00,Ivanhoe East,Dana Stephens,28.5635833,-81.375233,2.06248,553.333333,19.3333333,7,0.05743232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.62068969,0.008204617,-0.332932699
4/18/06 0:00,Ivanhoe Middle,Dana Stephens,28.5621167,-81.380667,4.2672,470,19.3333333,3,0.03499896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.31034487,0.01166632,0
8/4/06 0:00,Ivanhoe Middle,Dana Stephens,28.5621167,-81.380667,0.58928,1260,29.6666667,47.3333333,0.08200837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.47191006,0.001732571,1.343165911
4/18/06 0:00,Ivanhoe West,Dana Stephens,28.5651333,-81.38305,5.11048,473.333333,16.6666667,3,0.06451716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.39999992,0.02150572,0
8/4/06 0:00,Ivanhoe West,Dana Stephens,28.5651333,-81.38305,1.27,743.333333,23.3333333,14.6666667,0.13980668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.85714289,0.009532274,1.166968912
10/13/06 0:00,Johio,Dana Stephens,28.5774806,-81.511342,5.11048,406.666667,5.66666667,2,0.07443354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.7647059,0.03721677,0
11/14/06 0:00,Johio,Dana Stephens,28.5774806,-81.511342,7.0104,380,5,2,0.06169885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0.030849425,-0.171088061
1/11/06 0:00,Little Fairview,Dana Stephens,28.58985,-81.389022,3.048,546.666667,22.6666667,10,0.15947303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.11764704,0.015947303,0
4/4/06 0:00,Little Fairview,Dana Stephens,28.58985,-81.389022,3.048,470,19.3333333,3.33333333,0.06121668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.31034487,0.018365004,-0.616131455
5/3/06 0:00,Little Fairview,Dana Stephens,28.58985,-81.389022,3.6576,410,14.6666667,2.66666667,0.04536201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.95454539,0.017010754,-0.258992647
7/6/06 0:00,Little Fairview,Dana Stephens,28.58985,-81.389022,3.3528,500,14.3333333,4,0.03898625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.88372101,0.009746563,-0.140552855
9/7/06 0:00,Little Fairview,Dana Stephens,28.58985,-81.389022,2.7432,513.333333,13.3333333,8,0.03599947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.50000007,0.004499934,-0.076611113
11/15/06 0:00,Little Fairview,Dana Stephens,28.58985,-81.389022,2.7432,506.666667,16.6666667,4.33333333,0.05694385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.39999996,0.013140888,0.581796899
